Domain,Accessible,url,Status Code,Redirect to another domain,HTML Size,GDPR blocking
960weli.iheart.com,Yes,https://960weli.iheart.com/,200,No,1029347,No
970kfbx.iheart.com,Yes,https://970kfbx.iheart.com/,200,No,962590,No
970wfla.iheart.com,Yes,https://wflanews.iheart.com/,200,Yes,1051167,No
971talk.com,Yes,https://www.audacy.com/971talk,403,Yes,56,No
9and10news.com,Yes,https://www.9and10news.com/,200,No,211545,No
aapress.com,Yes,http://aapress.com/,200,No,52197,No
abc10up.com,Yes,https://abc10up.com/,200,No,184824,No
abc11.com,Yes,https://abc11.com/,200,No,491610,No
abc13.com,Yes,https://abc13.com/,200,No,279625,No
abc17news.com,Yes,https://abc17news.com/,200,No,175545,No
abc19.tv,Yes,http://abc19.tv/,200,No,4155,No
abc30.com,Yes,https://abc30.com/,200,No,387635,No
abc6.com,Yes,https://www.abc6.com/,200,No,252579,No
abc6onyourside.com,Yes,https://abc6onyourside.com/,200,No,565138,No
abc7amarillo.com,Yes,https://abc7amarillo.com/,200,No,525952,No
abc7chicago.com,Yes,https://abc7chicago.com/,200,No,495517,No
abc7.com,Yes,https://abc7.com/,200,No,420398,No
abc7news.com,Yes,https://abc7news.com/,200,No,437541,No
abccolumbia.com,Yes,https://www.abccolumbia.com/,200,No,207060,No
abcfoxmontana.com,Yes,https://www.montanarightnow.com/,451,Yes,7303,Yes
abcnews4.com,Yes,https://abcnews4.com/,200,No,528810,No
abcnewspapers.com,Yes,https://www.hometownsource.com/abc_newspapers/,451,Yes,6856,Yes
abington.wickedlocal.com,No,http://abington.wickedlocal.com/,,,,
accessatlanta.com,Yes,https://www.ajc.com/gdpr.html,200,Yes,497934,Yes
accvonline.com,Yes,https://adairvoice.com,200,Yes,64881,No
ack.net,Yes,https://www.ack.net/,200,No,83523,No
actionnews17.com,Yes,https://www.an17.com/,200,Yes,304853,No
actionnewsnow.com,Yes,https://www.actionnewsnow.com/,200,No,136997,No
acton.wickedlocal.com,No,http://acton.wickedlocal.com/,,,,
acuoptimist.com,Yes,https://acuoptimist.com/,200,No,73950,No
adaherald.com,No,http://adaherald.com/,,,,
addisonindependent.com,Yes,https://www.addisonindependent.com/,200,No,157035,No
adirondackdailyenterprise.com,Yes,https://www.adirondackdailyenterprise.com/,200,No,85269,No
adirondackexplorer.org,Yes,https://www.adirondackexplorer.org/,200,No,268018,No
advancetitan.com,Yes,https://advancetitan.com/,200,No,169189,No
advantagenews.com,Yes,https://www.advantagenews.com/,451,No,4322,Yes
advertisercommunitynews.com,Yes,https://gopresstimes.com/,200,Yes,149986,No
advertiserdemocrat.com,Yes,https://www.sunjournal.com/weeklies/advertiser-democrat/,200,Yes,180582,No
advertisergleam.com,Yes,https://www.advertisergleam.com/,451,No,4423,Yes
advertiser-tribune.com,Yes,https://advertiser-tribune.com/,200,No,57452,No
advocateanddemocrat.com,Yes,https://www.advocateanddemocrat.com/,451,No,4728,Yes
advocate.jbu.edu,Yes,http://advocate.jbu.edu/,200,No,242590,No
advocate-online.net,Yes,http://www.advocate-online.net/,200,No,46051,No
aframnews.com,Yes,https://aframnews.com/,200,No,229731,No
agalert.com,Yes,https://agalert.com/,200,No,26876,No
agrinews.com,Yes,https://www.agweek.com,200,Yes,148294,No
agriview.com,Yes,https://www.agupdate.com/agriview/,451,Yes,5041,Yes
ajwnews.com,Yes,https://www.ajwnews.com/,200,No,145632,No
akbizmag.com,Yes,https://www.akbizmag.com/,200,No,198963,No
akhonsamoy.com,Yes,https://akhonsamoy.com/,200,No,106162,No
akron.com,Yes,https://www.akron.com/,200,No,142714,No
akronhometowner.com/pages,No,http://akronhometowner.com/pages/,,,,
akronlegalnews.com,Yes,http://akronlegalnews.com/,200,No,12266,No
akronlife.com,No,http://akronlife.com/,,,,
akseac.com,No,http://akseac.com/,,,,
alabamanewscenter.com,Yes,https://alabamanewscenter.com/,200,No,82255,No
alabamanews.net,Yes,https://www.alabamanews.net/,200,No,198063,No
alabama.statenews.net,Yes,https://alabama.statenews.net/,200,No,181893,No
alaskacommons.com,Yes,http://alaskacommons.com/,200,No,2548,No
alaskajournal.com,Yes,https://alaskajournal.com/,200,No,112773,No
alaska-native-news.com,Yes,https://alaska-native-news.com/,200,No,158591,No
alaskastar.com,Yes,https://alaskastar.com/,200,No,54212,No
albanyherald.com,Yes,https://www.albanyherald.com/,451,No,4648,Yes
albanystudentpress.net,Yes,http://albanystudentpress.net/,200,No,5324,No
albionnewsonline.com,No,http://albionnewsonline.com/,,,,
aldenadvance.com/site,Yes,http://aldenadvance.com/site/,200,No,39539,No
aldianews.com,Yes,https://aldianews.com/,200,No,104543,No
aldiatodaysp.com,Yes,https://aldiatodaysp.com/,200,No,90753,No
aldiatodayusa.com,Yes,https://aldiatodayusa.com/,200,No,97679,No
aledotimesrecord.com,Yes,https://eu.aledotimesrecord.com/,200,No,174081,No
alestlelive.com,Yes,https://www.alestlelive.com/,451,No,4538,Yes
alexandrianews.org,Yes,https://www.alexandrianews.org/,200,No,119054,No
alexcityoutlook.com,Yes,https://www.alexcityoutlook.com/,451,No,4913,Yes
alextimes.com,Yes,https://alextimes.com/,200,No,263481,No
alhambrasource.org,No,http://alhambrasource.org/,,,,
alicetx.com,Yes,https://eu.alicetx.com/,200,No,175667,No
allennewspaper.com,Yes,https://www.allennewspaper.com/,200,No,65754,No
alleynews.org,Yes,https://alleynews.org/,200,No,65073,No
alliednews.com,Yes,https://www.alliednews.com/,451,No,4410,Yes
alligator.org,Yes,https://www.alligator.org/,200,No,119707,No
allotsego.com,Yes,https://www.allotsego.com/,200,No,136010,No
allpointbulletin.com,Yes,https://www.allpointbulletin.com/,200,No,80350,No
allston.wickedlocal.com,No,http://allston.wickedlocal.com/,,,,
alpenhornnews.com/Top-Stories-154.htm,Yes,https://alpenhornnews.com/Top-Stories-154.htm/,404,No,23081,No
alpineavalanche.com,Yes,https://www.alpineavalanche.com/,200,No,77257,No
altnewsban.com/online,Yes,https://www.leaderunion.com/,200,Yes,81613,No
altoonamirror.com,Yes,https://www.altoonamirror.com/,200,No,94774,No
altustimes.com,Yes,https://www.altustimes.com/,200,No,51519,No
amarillocollege.info,Yes,https://acranger.com/,200,Yes,75067,No
amarillo.com,Yes,https://eu.amarillo.com/,200,No,174211,No
amarilloindy.com,Yes,http://www.amarilloindy.com/,200,No,29577,No
amclass.us,Yes,http://amclass.us/,200,No,16072,No
americanpress.com,Yes,https://www.americanpress.com/,200,No,67801,No
americateve.com,Yes,https://www.americateve.com/,200,No,314267,No
amesbury.wickedlocal.com,No,http://amesbury.wickedlocal.com/,,,,
amherststudent.amherst.edu,Yes,https://www.amherststudent.com,200,Yes,40719,No
amisun.com,Yes,https://amisun.com/,403,No,2594,No
am-news.com,Yes,http://am-news.com/,404,No,13,No
ampoleagle.com,Yes,https://ampoleagle.com/,200,No,12457,No
anamosaje.com,Yes,https://www.eastcentraliowanews.com/anamosa/,451,Yes,4291,Yes
anchoragepress.com,Yes,https://www.anchoragepress.com/,451,No,7521,Yes
anchornews.org,Yes,http://www.anchornews.org/,200,No,417508,No
andalusiastarnews.com,Yes,https://www.andalusiastarnews.com/,200,No,76659,No
andersonpublications.com/newspapers/canistota-clipper,Yes,http://andersonpublications.com/newspapers/canistota-clipper/,404,No,18117,No
andersonpublications.com/newspapers/marion-record,Yes,http://andersonpublications.com/newspapers/marion-record/,404,No,18586,No
andersonpublications.com/newspapers/montrose-herald,Yes,http://andersonpublications.com/newspapers/montrose-herald/,404,No,18515,No
andovertownsman.com,Yes,https://www.andovertownsman.com/,451,No,4536,Yes
angelusnews.com,Yes,https://angelusnews.com/,200,No,100921,No
anjournal.com,Yes,https://www.anjournal.com/,200,No,60013,No
annandaleadvocate.com,Yes,https://www.annandaleadvocate.com/,200,No,101908,No
annandaleva.blogspot.com,Yes,https://annandaleva.blogspot.com/,200,No,108475,No
antiochherald.com,Yes,https://antiochherald.com/,200,No,108547,No
anzavalleyoutlook.com,Yes,https://myvalleynews.com/blog/category/anza-outlook/,200,Yes,211604,No
apachejunctionindependent.com,Yes,https://www.yourvalley.net/apache-junction-independent/,200,Yes,97034,No
apalachtimes.com,Yes,https://www.franklincounty.news/,200,Yes,62296,No
apeonline.org,Yes,http://apeonline.org/,200,No,212,No
apps.carleton.edu/carletonian,Yes,https://thecarletonian.com/,200,Yes,115183,No
apradio.org,Yes,http://www.apradio.org/,200,No,62524,No
apr.org,Yes,https://www.apr.org/,200,No,199707,No
arbiteronline.com,Yes,https://arbiteronline.com/,200,No,189767,No
archdiosf.org/people-of-god-magazine,Yes,https://archdiosf.org/people-of-god-magazine/,200,No,218639,No
archives.huntingtonnews.net,No,http://archives.huntingtonnews.net/,,,,
archokc.org/sooner-catholic,Yes,https://archokc.org/sooner-catholic/,200,No,385328,No
ardmoreite.com,Yes,https://eu.ardmoreite.com/,200,No,174534,No
areawidenews.com,Yes,http://www.areawidenews.com/,200,No,32912,No
argonautnews.com,Yes,https://argonautnews.com/,200,No,119841,No
argusobserver.com,Yes,https://www.argusobserver.com/,451,No,7712,Yes
argus-press.com,Yes,https://www.argus-press.com/,451,No,4600,Yes
arizonaherald.com,Yes,https://www.arizonaherald.com,200,No,39083,No
arizona.statenews.net,Yes,https://arizona.statenews.net/,200,No,69713,No
arkansas-catholic.org,Yes,https://arkansas-catholic.org/,200,No,40518,No
arkansasleader.com,Yes,https://www.arkansasleader.com/,200,No,87091,No
arkansasmatters.com,Yes,https://www.kark.com/,451,Yes,2334,Yes
arkansasnews.com,Yes,http://arkansasnews.com/,403,No,844,No
arkansas.statenews.net,Yes,https://arkansas.statenews.net/,200,No,71891,No
arklatexhomepage.com,Yes,https://www.arklatexhomepage.com/,451,No,2484,Yes
arlingtonconnection.com,Yes,http://www.arlingtonconnection.com/,200,No,45621,No
arlingtontimes.com,Yes,https://www.heraldnet.com/,200,Yes,275117,No
arlingtonvoice.com,Yes,http://arlingtonvoice.com/,200,No,2548,No
arlington.wickedlocal.com,No,http://arlington.wickedlocal.com/,,,,
arlnow.com,Yes,https://www.arlnow.com/,200,No,104400,No
armenianweekly.com,Yes,https://armenianweekly.com/,200,No,145277,No
aroundosceola.com,Yes,https://www.aroundosceola.com/,200,No,82964,No
artesianews.com,Yes,http://www.artesianews.com/,200,No,28524,No
articles.centralkynews.com,No,http://articles.centralkynews.com/,,,,
artvoice.com,Yes,https://artvoice.com/,200,No,307435,No
arvadapress.com,Yes,https://arvadapress.com/,200,No,147226,No
asbarez.com/arm,Yes,https://asbarez.com/arman-kirakossian-appointed-ambassador-to-us/,200,No,105919,No
ashemountaintimes.com/home,Yes,https://www.ashepostandtimes.com/home/,451,Yes,4171,Yes
ashland.wickedlocal.com,No,http://ashland.wickedlocal.com/,,,,
asianamericantimes.us,No,http://asianamericantimes.us/,,,,
asiatodayaz.com,Yes,https://asiatodayaz.com/,200,No,36966,No
aspenpublicradio.org,Yes,https://www.aspenpublicradio.org/,200,No,209908,No
astateherald.com,Yes,http://astateherald.com/,404,No,13,No
aswwu.com,Yes,https://aswwu.com/,200,No,2071,No
atlantaintownpaper.com,Yes,https://reporternewspapers.net/,200,Yes,245317,No
atlantamagazine.com,Yes,https://www.atlantamagazine.com/,200,No,453589,No
atlanticcityweekly.com,Yes,https://atlanticcityweekly.com/,451,No,5906,Yes
atmorenews.com,Yes,https://atmorenews.com/,200,No,104163,No
auburnpub.com,Yes,https://auburnpub.com/,200,No,364966,No
auburnvillager.com,Yes,https://www.auburnvillager.com/,451,No,4601,Yes
aufiatlux.tumblr.com,Yes,https://aufiatlux.tumblr.com/#_=_,200,No,152805,No
auroraadvocate.com,Yes,https://eu.usatoday.com/,200,Yes,203181,No
austinist.com,Yes,https://twitter.com/austinist,200,Yes,86107,No
austinmonitor.com,Yes,https://www.austinmonitor.com/,200,No,83468,No
austinmonthly.com,Yes,https://www.austinmonthly.com/,200,No,157226,No
austinsouthasian.com,Yes,https://www.austinsouthasian.com/,200,No,1096835,No
austinweeklynews.com,Yes,https://www.austinweeklynews.com/,200,No,203935,No
avionnewspaper.com,Yes,https://www.miamibeachfl-hotel.com/en/avionnewspaper.html,200,Yes,71112,No
avon.wickedlocal.com,No,http://avon.wickedlocal.com/,,,,
azbilingual.com,Yes,http://azbilingual.news/,200,Yes,225118,No
azcapitoltimes.com,Yes,https://azcapitoltimes.com/,200,No,146496,No
azdailysun.com,Yes,https://azdailysun.com/,451,No,5455,Yes
azfilamjournal.net,Yes,https://azfilamjournal.net/,200,No,116960,No
az-independent.com,Yes,https://www.hugedomains.com/domain_profile.cfm?d=az-independent&e=com,200,Yes,36756,No
azjewishpost.com,Yes,https://azjewishpost.com/,200,No,29748,No
azjournal.com,Yes,https://azjournal.com/,200,No,28731,No
azlenews.net,Yes,https://www.azlenews.net/,200,No,46178,No
aztecpressonline.com,Yes,https://www.pimapost.com/,200,Yes,71941,No
bachelor.wabash.edu,Yes,https://bachelor.wabash.edu/,200,No,52442,No
backbaysun.com,Yes,http://thebostonsun.com/,200,Yes,44333,No
baconian.bacone.edu,Yes,http://baconian.bacone.edu/,200,No,1017,No
badgerherald.com,Yes,https://badgerherald.com/,200,No,56899,No
bainbridgereview.com,Yes,https://www.bainbridgereview.com/,200,No,165895,No
bakercityherald.com,Yes,https://www.bakercityherald.com/,451,No,5223,Yes
baledger.com,Yes,http://baledger.com/,200,No,2548,No
balita.com,Yes,https://balita.com/,200,No,169615,No
ballardnewstribune.com,Yes,http://ballardnewstribune.com/,200,No,37655,No
baltimorebrew.com,Yes,https://baltimorebrew.com/,200,No,542010,No
baltimore.cbslocal.com,Yes,https://baltimore.cbslocal.com/,200,No,129906,No
baltimoreguide.com,Yes,http://baltimoreguide.com/,200,No,2548,No
baltimoremagazine.net,Yes,https://www.baltimoremagazine.com/,200,Yes,145095,No
baltimorepost.com,Yes,https://wn.com/Baltimore_post?from=baltimorepost.com,200,No,524967,No
baltimoretimes-online.com,Yes,https://baltimoretimes-online.com/,200,No,454850,No
bangordailynews.com,Yes,https://bangordailynews.com/,200,No,334561,No
bankerandtradesman.com,Yes,https://www.bankerandtradesman.com/,200,No,93191,No
bannergraphic.com,Yes,http://www.bannergraphic.com/,200,No,43214,No
baocalitoday.com,Yes,https://www.baocalitoday.com/,200,No,423111,No
baotreonline.com,Yes,https://baotreonline.com/,200,No,224489,No
baptistmessage.com,Yes,https://www.baptistmessage.com/,200,No,120705,No
barbertonherald.com,Yes,https://www.barbertonherald.com/,200,No,59280,No
barnesville.com,Yes,https://barnesville.com/,200,No,60131,No
barnesvillerecordreview.net,Yes,https://www.barnesvillerecordreview.net/,200,No,29373,No
barnsdalltimes.com,Yes,https://www.hugedomains.com/domain_profile.cfm?d=barnsdalltimes&e=com,200,Yes,36697,No
barrowjournal.com,Yes,https://www.mainstreetnews.com/barrow/,451,Yes,4646,Yes
bartlesvilleradio.com,Yes,http://bartlesvilleradio.com/,200,No,35122,No
bartlett-express.com,Yes,https://bartlett-express.com/,200,No,540032,No
bartonchronicle.com,Yes,https://bartonchronicle.com/,200,No,87786,No
basehorinfo.com,Yes,http://www.basehorinfo.com/,200,No,49727,No
bastropenterprise.com,Yes,http://bastropenterprise.com/,404,No,13,No
batesvilleheraldtribune.com,Yes,https://www.greensburgdailynews.com/,451,Yes,4577,Yes
baxleynewsbanner.com,Yes,https://www.baxleynewsbanner.com/,451,No,4502,Yes
bayareaobserver.com,Yes,https://bayareaobserver.com/,200,No,13304,No
baycitytribune.com,Yes,https://baycitytribune.com/,200,No,276622,No
baycommunitynews.com,Yes,https://baycommunitynews.com,200,No,20848,No
baylorlariat.com,Yes,https://baylorlariat.com/,200,No,397840,No
bayoutimelive.com,Yes,https://www.htv10.tv/,200,Yes,4029299,No
baystatebanner.com,Yes,https://www.baystatebanner.com/,200,No,69254,No
baytownsun.com,Yes,https://baytownsun.com/,200,No,431454,No
bayviewcompass.com,Yes,https://bayviewcompass.com/,200,No,64932,No
bayweekly.com,Yes,https://bayweekly.com/,200,No,49083,No
bbjtoday.com,Yes,https://bbjtoday.com/,200,No,117715,No
bccircuit.com,Yes,https://bcstudentnews.com/,200,Yes,95367,No
bccourier.com,Yes,https://www.bccourier.com/,200,No,32108,No
bcdemocrat.com,Yes,https://bcdemocrat.com/,200,No,347012,No
bdtonline.com,Yes,https://www.bdtonline.com/,451,No,4404,Yes
beaconhilltimes.com,Yes,http://beaconhilltimes.com/,200,No,38002,No
beaconseniornews.com,Yes,https://www.beaconseniornews.com/,200,No,19672,No
beatricedailysun.com,Yes,https://beatricedailysun.com/,451,No,5066,Yes
beaufort.thedigitel.com,Yes,http://beaufort.thedigitel.com/,200,No,7860,No
beauregarddailynews.net,Yes,https://www.beauregardnews.com/,200,Yes,64009,No
beavercreekrecord.com,No,http://beavercreekrecord.com/,,,,
bedford.wickedlocal.com,No,http://bedford.wickedlocal.com/,,,,
belgrade-news.com,Yes,https://www.belgrade-news.com/,451,No,6737,Yes
belleplaineherald.com,Yes,http://www.belleplaineherald.com/,451,No,4473,Yes
bellevilleareaindependent.com,Yes,http://bellevilleareaindependent.com/,200,No,64195,No
bellevuebusinessjournal.com,Yes,https://bellevuebusinessjournal.com/,200,No,109899,No
bellevuereporter.com,Yes,https://www.bellevuereporter.com/,200,No,199185,No
belmont.wickedlocal.com,No,http://belmont.wickedlocal.com/,,,,
beloitcollegeroundtable.com,Yes,http://beloitcollegeroundtable.com/,200,No,243033,No
beltonjournal.com,Yes,https://beltonjournal.com/,200,No,200276,No
bendsource.com,Yes,https://www.bendsource.com/,200,No,150690,No
bendweekly.com,No,http://bendweekly.com/,,,,
benningnews.org,Yes,https://benningnews.org/,200,No,194693,No
bensonnews-sun.com,Yes,https://www.myheraldreview.com/news/benson/,451,Yes,6959,Yes
bentoncourier.com,Yes,https://www.bentoncourier.com/,200,No,279524,No
bentonspiritnews.com,Yes,https://bentonspiritnews.com/,200,No,15372,No
berkeleybeacon.com,Yes,https://berkeleybeacon.com/,200,No,282177,No
berkeleyind.com,Yes,https://www.postandcourier.com/berkeley-independent/,200,Yes,296458,No
berkshireeagle.com,Yes,https://www.berkshireeagle.com/,200,No,784520,No
berksmontnews.com,Yes,https://www.readingeagle.com/patriot-item/,200,Yes,110792,No
berlindailysun.com,Yes,https://www.conwaydailysun.com/berlin_sun/,451,Yes,7281,Yes
bernicebanner.weebly.com,Yes,http://bernicebanner.weebly.com/,404,No,3909,No
berthoudrecorder.com,Yes,http://www.berthoudrecorder.com/,200,No,50192,No
beta.effinghamherald.net,No,http://beta.effinghamherald.net/,,,,
beta.wnyc.org,Yes,https://www.wnyc.org/,200,Yes,133242,No
bethanyclipper.com,Yes,http://www.bethanyclipper.com/,200,No,144975,No
bethesdamagazine.com,Yes,https://bethesdamagazine.com/,200,No,218328,No
bethlehem.thelehighvalleypress.com,Yes,https://www.lvpnews.com/bethlehem-press/,200,Yes,140134,No
beverlypress.com,Yes,https://beverlypress.com/,200,No,96249,No
beverly.wickedlocal.com,No,http://beverly.wickedlocal.com/,,,,
bgdailynews.com,Yes,https://www.bgdailynews.com/,451,No,4601,Yes
bgnews.com,Yes,https://www.bgfalconmedia.com/,200,Yes,196278,No
bhamterminal.com,Yes,http://bhamterminal.com/,200,No,38040,No
bhcourier.com,Yes,https://beverlyhillscourier.com/,200,Yes,104483,No
bhpioneer.com,Yes,https://www.bhpioneer.com/,451,No,4346,Yes
bicollegenews.com,Yes,https://bicollegenews.com/,200,No,79142,No
bigbendnow.com,Yes,https://bigbendsentinel.com/,503,Yes,9931,No
bigcountryhomepage.com,Yes,https://www.bigcountryhomepage.com/,451,No,2450,Yes
bigfoot99.com,Yes,https://bigfoot99.com/,200,No,217322,No
bighornmountainradio.com,Yes,https://bighornmountainradio.com/,200,No,265758,No
bigislandnow.com,Yes,https://bigislandnow.com/,200,No,69689,No
billerica.wickedlocal.com,No,http://billerica.wickedlocal.com/,,,,
billingsgazette.com,Yes,https://billingsgazette.com/,451,No,6269,Yes
billingsnews.com,Yes,https://www.yellowstonecountynews.com/,200,Yes,56560,No
billypenn.com,Yes,https://billypenn.com/,200,No,197942,No
biscaynetimes.com,Yes,https://www.biscaynetimes.com/,200,No,42814,No
bismarckdiocese.com/dca,Yes,https://bismarckdiocese.com/dca/,200,No,190674,No
bismarcktribune.com,Yes,https://bismarcktribune.com/,451,No,5680,Yes
bitterrootstar.com,Yes,https://bitterrootstar.com/,200,No,988460,No
biz570.com,Yes,https://www.biz570.com/,200,No,429166,No
bizlex.com,Yes,https://smileypete.com/business,200,Yes,49477,No
bizmonthly.com,Yes,https://www.bizmonthly.com/,200,No,111616,No
bizneworleans.com,Yes,https://www.bizneworleans.com/,200,No,196458,No
bizwest.com,Yes,https://bizwest.com/,200,No,233362,No
bjpennhawaiinews.com,No,http://bjpennhawaiinews.com/,,,,
blackhillsfox.com,Yes,https://www.blackhillsfox.com/,200,No,958349,No
blackhillsknowledgenetwork.org,Yes,https://www.benchmarkdatalabs.org/,200,Yes,61749,No
blackhillsportal.com,Yes,https://scottprentice.com/category/news/,200,Yes,47413,No
blackstarnews.com,Yes,http://www.blackstarnews.com/,200,No,110204,No
bladeempire.com,Yes,https://www.bladeempire.com/,200,No,80516,No
bladenjournal.com,Yes,https://www.bladenjournal.com/,200,No,126698,No
blairpress.com,Yes,http://blairpress.com/,403,No,0,No
blissfieldadvance.com,Yes,http://www.blissfieldadvance.com/,200,No,49035,No
blitzweekly.com,Yes,https://blitzweekly.com/,200,No,73520,No
block-island.villagesoup.com,No,http://block-island.villagesoup.com/,,,,
blog-addisontx.info,Yes,https://addisontexas.net/news,200,Yes,50616,No
blog.beaumontenterprise.com,Yes,http://blog.beaumontenterprise.com/,451,No,4517,Yes
blog.lehighvalleylive.com/the-commuter/index.html,Yes,https://www.lehighvalleylive.com/the-commuter/index.html/,404,Yes,91476,No
blogs.adams.edu/thepawprint,Yes,https://blogs.adams.edu/thepawprint/,200,No,28357,No
blogs.app.com,Yes,https://eu-message.usatoday.com,200,Yes,1504,No
blogs.browardpalmbeach.com,Yes,https://www.miaminewtimes.com/,200,Yes,182859,No
blogs.burlingtonfreepress.com,Yes,https://eu.burlingtonfreepress.com/,200,Yes,185191,No
blogs.citypages.com,No,http://blogs.citypages.com/,,,,
blogs.citypaper.com,Yes,https://www.tribpub.com/gdpr/baltimoresun.com/,200,Yes,7997,Yes
blogs.cornellcollege.edu/cornellian,Yes,https://blogs.cornellcollege.edu/cornellian/,200,No,80819,No
blogs.dallasobserver.com,Yes,http://www.dallasobserver.com,200,Yes,186009,No
blog.seattlepi.com,Yes,http://blog.seattlepi.com/,451,No,4517,Yes
blogs.indystar.com,Yes,https://eu.indystar.com/,200,Yes,187360,No
blogs.jccc.edu/campusledger,Yes,http://blogs.jccc.edu/campusledger/,200,No,160244,No
blogs.kqed.org,Yes,https://www.kqed.org/,200,Yes,449737,No
blogs.news-leader.com,Yes,https://eu.news-leader.com/,200,Yes,180900,No
blogs.philly.com,No,http://blogs.philly.com/,,,,
blogs.rep-am.com,No,http://blogs.rep-am.com/,,,,
blogs.tennessean.com,Yes,https://eu.tennessean.com/,200,Yes,185970,No
blog.timesunion.com,Yes,http://blog.timesunion.com/,451,No,4517,Yes
bloomutoday.com,Yes,https://www.bloomu.edu/,200,Yes,76223,No
blountcountian.com,Yes,https://www.blountcountian.com/,200,No,95136,No
bluemountaineagle.com,Yes,https://www.bluemountaineagle.com/,451,No,7110,Yes
blufftontoday.com,Yes,https://eu.blufftontoday.com/,200,No,176519,No
bocamag.com,Yes,https://www.bocamag.com/,200,No,648711,No
boisestatepublicradio.org,Yes,https://www.boisestatepublicradio.org/,200,No,212753,No
bolivarcommercial.com,Yes,http://bolivarcommercial.com/,200,No,163,No
bolivarmonews.com,Yes,https://www.bolivarmonews.com/,200,No,128338,No
bolton.wickedlocal.com,No,http://bolton.wickedlocal.com/,,,,
bonnercountydailybee.com,Yes,https://bonnercountydailybee.com/,200,No,132672,No
boothbayregister.com,Yes,https://www.boothbayregister.com/,200,No,159040,No
boropulse.com,Yes,https://boropulse.com/,200,No,64405,No
